id,titulo,conteudo,link
1276,Connect HubSpot and LinkedIn Sales Navigator,"Use HubSpot's integration with LinkedIn Sales Navigator to view LinkedIn insights on your HubSpot contact and company records and send InMails directly from HubSpot. Review the video below to better understand how you can use HubSpot and LinkedIn Sales Navigator together: Before you begin You must have an assigned Sales Hub Professional or Enterprise seat to use the LinkedIn Sales Navigator integration . You must have a LinkedIn Sales Navigator Advanced Plus account to use this integration. When you connect to LinkedIn Sales Navigator, you're only connecting the integration to your user account . To use the integration, each user will need to connect the LinkedIn Sales Navigator app from the HubSpot Marketplace while signed in to HubSpot with their unique login . It is not possible to import contacts from LinkedIn using the integration. If you have a LinkedIn Sales Navigator Advanced Plus account, you can also connect HubSpot and LinkedIn Sales Navigator and Business Manager via CRM Sync . Connect HubSpot and LinkedIn Sales Navigator In your HubSpot account, click the Marketplace icon marketplace in the top navigation bar, then select App Marketplace . Use the search bar to locate and select the LinkedIn Sales Navigator app. In the upper right, click Install app . Necessary disclosure: As part of any LinkedIn integration, HubSpot will store your account name and profile picture. View LinkedIn data in HubSpot In your HubSpot account, navigate to your contacts or companies: Contacts: In your HubSpot account, navigate to CRM > Contacts . Companies: In your HubSpot account, navigate to CRM > Companies . Click the name of a record. In the right panel, locate the LinkedIn Sales Navigator card. It will contain LinkedIn information for the contact or company. Contacts: view the contact's LinkedIn job title, company, time in their current role, location, and industry. HubSpot uses the contact's first name, last name, email, company, and job title to search for their profile. Companies: view the company's industry, size, and location. HubSpot uses the company's name and domain to search for their company profile. To save the contact information to a list in LinkedIn Sales Navigator, click Save in Sales Navigator . To access a more detailed view, click View more . To send an InMail to the contact on LinkedIn, click Send InMail . For contacts, you'll see the following tabs: Icebreakers: view shared connections, experiences, and interests, plus a link to the contact's recent activity stream. Get introduced: ask a mutual connection for an introduction to your contact. Related leads: quickly find other leads at the same company and add them to your Sales Navigator leads list. For companies, you'll see the following tabs: Recommended leads: connect with other leads at the company that you share interests and experiences with. Connections: view contacts at the company that you're already connected with. News: view company news to add context to your sales outreach. Send InMails from contact and company records You can compose and send InMails directly from a HubSpot contact or company record: In your HubSpot account, navigate to your contact or company records: Contacts : In your HubSpot account, navigate to CRM > Contacts . Companies: In your HubSpot account, navigate to CRM > Companies . Click the name of a record. In the right panel, locate the LinkedIn Sales Navigator card. Click Send InMail . In the LinkedIn InMail pop-up box, write your message, then click Send . You can continue to send InMail messages in HubSpot and view the entire conversation in the LinkedIn InMail pop-up box, but the conversation will not automatically save to the record's timeline. You can manually log a LinkedIn message to a contact timeline if needed. If you have access to sequences , you can add task reminders to send InMails or connection requests. Learn how to use LinkedIn Sales Navigator tasks in a sequence . Manage LinkedIn Sales Navigator tasks on mobile If you have a paid LinkedIn Sales Navigator account integrated with HubSpot and have downloaded the HubSpot mobile app , you can manage your Sales Navigator tasks in the app. Navigate to your tasks in the mobile app . Tap on the Send InMail and Send connection request tasks. You will be redirected to the LinkedIn app to complete your task. For the Send Connection request task, HubSpot will redirect you to the search screen in the LinkedIn app with the contact name prefilled. Send InMail task: Send Connection request task: Integrations",https://knowledge.hubspot.com/integrations/how-to-connect-hubspot-and-linkedin-sales-navigator
1277,Definir cores e fontes de formulário globais (herdadas),"Defina as cores e fontes padrão para formulários HubSpot (herdados) incorporados em sites externos e defina como páginas de formulário autônomas. Observe: é recomendável usar o editor de formulários atualizado para criar e gerenciar formulários. Este artigo deve ser usado como referência para formulários existentes criados somente com o editor herdado . Antes de começar, lembre-se do seguinte: Essas configurações se aplicam apenas a formulários regulares e não afetarão os formulários pop-up ou não HubSpot. Os estilos globais são definidos no momento da criação do formulário. Os formulários existentes não serão atualizados quando os estilos globais forem alterados. Se você não estiver definindo estilos globais, confira estas outras guias: Estilo do formulário inserido em páginas externas (para formulários individuais) Configurar e criar formulários de estilo em páginas HubSpot Para definir as cores e fontes do formulário global: Na sua conta HubSpot, clique no ícone de configurações settings icon na barra de navegação superior. No menu da barra lateral esquerda, acesse Marketing > Formulários . Na guia Estilos , clique no seletor de cores para personalizar a cor da fonte, a cor da fonte do botão e a cor do plano de fundo do botão para os formulários. Clique na Fonte do formulário no menu suspenso para selecionar uma fonte padrão para seus formulários. No canto inferior esquerdo, clique em Salvar . Forms",https://knowledge.hubspot.com/pt/forms/set-global-form-colors-and-fonts
1278,Ativar o suporte para controle de privacidade global,"O Controle Global de Privacidade (GPC) permite que os visitantes do site sinalizem suas preferências de privacidade para sites através de seu navegador ou de uma extensão. O sinal notifica os sites sobre as preferências de um visitante em relação ao compartilhamento e à venda de seus dados. Apoiar o sinal pode ajudar as empresas a gerenciar a conformidade com leis como a Lei de Privacidade do Consumidor da Califórnia (CCPA) e a Lei de Privacidade do Colorado (CPA). Observe o seguinte: enquanto esses recursos estão no HubSpot, sua equipe jurídica é o melhor recurso para lhe dar conselhos de conformidade para sua situação específica. Para ativar o suporte para GPC: Siga as etapas para configurar seu banner de consentimento . Na barra lateral direita, ative a alternância Responder à sinalização GPC . Personalize o texto do banner ou clique no menu suspenso Escolher texto padrão e selecione o texto padrão do idioma de sua preferência. Clique em Próximo. Continue configurando seu banner de consentimento . Uma vez ativado, quando um visitante do site com GPC ativado através de seu navegador ou uma extensão visita seu site, ele verá um banner semelhante ao abaixo. Os visitantes não serão rastreados por cookies desnecessários do HubSpot . Se você estiver usando a verificação de cookies e o recurso de bloqueio (beta) do HubSpot e o bloqueio de cookies estiver ativado, os cookies não essenciais de terceiros também serão bloqueados pela faixa do GPC. Se um visitante do site sem o GPC ligar visita seu site, ele verá sua faixa de consentimento normal. Privacy & Consent",https://knowledge.hubspot.com/pt/privacy-and-consent/turn-on-support-for-global-privacy-control
1279,Send automated SMS messages using workflows,"You can reach out to your contacts to provide important marketing or transactional information by configuring an SMS message to be sent in the workflows tool. You can also automate the SMS subscription process when a customer takes an associated action to opt into receiving messages from your business. To use the SMS tool in the HubSpot, you must purchase the Marketing SMS add-on . Review the Add-Ons section of the Product & Services Catalog for more details and pricing information. Create and save an automated SMS message In your HubSpot account, navigate to Marketing > SMS . In the top right, click Create message . Draft and configure the settings for your SMS message. After you're done composing your message, click the Sending tab. In the left panel for Sending method , click the How will you send the message? dropdown menu and select As part of a workflow . The Quiet hours switch will automatically be turned on. By default, you can only send SMS messages from 8:00 AM to 7:59 PM in contacts' local timezones. Learn more about SMS quiet hours . In the top right, click Review and publish . In the right panel, review your SMS message details, then click Publish message . Please note: if a recipient doesn't have a value populated for their Mobile Phone Number property, the SMS message will be sent to the value populated in their Phone Number Property instead. Add your SMS message to a workflow After you've published your message, you can add it to a workflow: In your HubSpot account, navigate to Automations > Workflows . Click the name of an existing workflow, or create a new workflow . Configure the enrollment criteria for your workflow. In the workflow editor, click the plus icon + to add a workflow action. In the left panel, click Communications and select Send SMS message . Click the Contact dropdown menu and select Enrolled Contact to send the SMS to the enrolled contact. Alternatively, select Add contact data source to send the SMS to a specific type of contact that is identified by an association label or other filters. Click the Choose a published SMS message dropdown menu, then select the SMS message you published. Click Save . Finish configuring your workflow, then click Review and publish in the top right of the editor. Automatically set the subscription status of an enrolled contact You can set a contact's subscription status for a specific SMS subscription type, as well as provide the legal basis for communicating with the contact automatically using the workflows tool. This action is only available when configuring a contact-based workflow . Learn more about collecting and managing consent in this article . In the workflow editor, click the plus icon + to add a workflow action. In the left panel, click CRM and select Manage communication subscriptions . Click the Messaging channel dropdown menu and select SMS . Click the Subscription status dropdown menu and select Subscribe . Click the Communications subscription type dropdown menu and select a type . Select a legal basis for communicating and enter the explanation for communication consent. Additionally, you'll also need to add a legal basis to process to track and store the contact's details in your database. Click Save . Please note: contacts must be set as marketing before you can send them SMS messages. Learn more about setting contacts as marketing using a workflow in this article . SMS",https://knowledge.hubspot.com/sms/send-automated-sms-messages-using-workflows
1280,Manage your Facebook ad campaigns in HubSpot,"After connecting your Facebook ad account to HubSpot, you can manage your ad campaigns, ad sets, and ads from the HubSpot ads dashboard. You can edit the names of your ad campaigns and individual ad sets within the ad campaign. You can also change the budget and schedule options for your ad sets and ads that are part of the ad campaign. Manage your ad campaigns You can edit the name of an ad campaign from the ads dashboard: In your HubSpot account, navigate to Marketing > Ads . To edit a campaign name, hover over the campaign and click View details > Edit . Enter a new name for the ad campaign. In the Automation tab, you can optionally create a new list of contacts from your ad campaign: Enter a name for your new list. Click Create list . Click Publish changes . Manage your ad sets and ads Within each ad campaign, you can edit the individual ad sets and ads: On your ads dashboard, click the name of the ad campaign with the ad sets or ads that you want to edit. To edit an ad set, click Edit campaign in the top right. To edit the Campaign name , enter a new n ame for the ad set on the Details tab. To edit the Budget or Schedule , navigate to the Budget & Schedule tab. Edit the budget amount under Budget . To adjust the duration of the ad set, use the date picker fields to change the end date or end time . In the Automation tab, you can optionally create a new list of contacts from your ad campaign: Enter a name for your new list. Click Create list . When you're done making changes, click Publish changes . To edit an ad: Click the ad set of the ad that you want to edit. You can change your automation and notification preferences in the Automation tab . If you're editing a lead ad, you can change which user receives new contacts who converted on the lead ad, click the Send new contact notification to dropdown menu and select a user or enter a new email address . Enter a name under Create list of contacts to create a new list of contacts from your ad. If you haven't configured a budget or schedule on the ad set level, you can enter a new budget , end date , or end time for your ad. When you're done making changes, click Save . ads",https://knowledge.hubspot.com/ads/manage-your-facebook-ad-campaigns-in-hubspot
1281,Manage help desk tickets in board view,"Users with an assigned Service Hub seat can view help desk tickets in board view to visualize them as cards moving through pipeline statuses. You can edit, delete, and move tickets between statuses, and customize the board to display specific information. This visual layout helps teams quickly assess ticket status, identify issues, and prioritize actions, improving workflow and efficiency. Learn more about help desk . View help desk tickets in board view In your HubSpot account, navigate to Workspaces > Help Desk . Click the grid board icon in the upper right. To view a specific pipeline, click the pipeline dropdown menu and select the pipeline . To hide tickets in a specific status, click the left left carat icon at the top of the column. If a column is already collapsed, click the right right carat icon to expand it. To segment your tickets based on properties, click the property dropdown menus to filter by common properties, or click Advanced filters to filter by other properties. Learn more about how to filter records and save views , and how to select filter criteria . Click a board card to view a ticket in the right panel, or click the ticket's name to view and edit the full record. Edit or delete tickets in board view You can edit ticket property values or delete tickets while in board view. In your HubSpot account, navigate to Workspaces > Help Desk . Click the grid board icon in the upper right. Navigate to the tickets you want to edit. You can open a saved view, or apply filters to find the records you want to edit . Hover over a board card, then select the checkbox to select an individual ticket. If you're editing multiple tickets, select checkboxes on the board cards of ticket you want to edit. To select all of the tickets in the pipeline, select the checkbox at the top left of the board. To edit the values of a specific property for the selected tickets, at the top of the table, click edit Edit . In the dialog box, click the Property to update dropdown menu and select the property you want to edit. In the field that appears, enter or select a new value for the selected property. For multi-select properties: To add new values while maintaining the existing values, select Append to current value(s) . To overwrite the existing values, select Replace current values(s). Click Update . For text or single-select properties, this will overwrite the old values in the property for these tickets . To let other users and teams access the ticket, click Share . In the dialog box, select the users and/or teams with which you want to share the ticket. Then, click Share . To merge tickets , click Merge . In the dialog box, click the Search dropdown menu to search for and select another ticket to merge with. Select the Primary radio button under one of the tickets to use its property values for the new record created as a result of the merge. Then, click Merge . To delete the records , at the top of the table, click delete Delete. In the dialog box, enter the number of tickets and click Delete . Users must have Bulk delete permission to delete multiple records. Move tickets between pipeline statuses While in board view, you can move individual tickets to a new pipeline status. In your HubSpot account, navigate to Workspaces > Help Desk . Click the grid board icon in the upper right. Click and drag the ticket's board card to another stage or status. If there are any required properties for that ticket status, enter or select a property value, then click Next . Once the ticket is moved to a new status, the column's record count is updated and the cards within the column are re-sorted based on your sort criteria. Sort board cards based on a property You can select which property is used to determine the sort order of your tickets in each column. For example, you can sort tickets by the most recent value for Create date or sort deals by high to low values for the Amount property . In your HubSpot account, navigate to Workspaces > Help Desk . Click Board options in the top right of the board. Select Sort . Click the Property dropdown menu, then select the property that will be used to sort the tickets in each column (e.g., Amount ). Click the Sort by dropdown menu, then select the criteria that will determine the order of the tickets (e.g., Odest ). Click Save . Edit the appearance of board cards in a pipeline You can edit how your pipelines appear by customizing the card style and selecting which information to show on board cards, including properties, association icons, and activity. In your HubSpot account, navigate to Workspaces > Help Desk . Click Board options in the top right of the board. Select Edit cards . To update the style of board cards, select an option , either Default or Compact . The Default style shows the property names and their values, while the Compact style only shows the property values. To show the ticket's priority and icons of associated records cards, select the Display priority and associated records checkbox. To show the ticket next and last activity information, toggle the Ticket activity information switch on. Activities include notes, calls, tracked one-to-one emails, meetings, tasks, and chats. This information will only be shown for open tickets with active cards. To differentiate between tickets that are active or inactive, toggle the Inactive cards switch on. With this setting turned on, cards will be grey if the record hasn't had a logged activity after a specific amount of time. To set the time frame for which a ticket should be marked inactive, enter a number , then select a unit of time (e.g., mark a ticket inactive if no activity after 5 days). The last activity will always appear on inactive cards. Once you're done, click Save . Learn how to select which properties are displayed on board cards in your object settings . BET BETA Help Desk",https://knowledge.hubspot.com/help-desk/manage-help-desk-tickets-in-board-view
1282,Report on chat and email conversations,"With the default conversations reports, you can report on the total volume of open or closed chat and email conversations taking place in the inbox. Like with other objects in HubSpot, you can use information about each conversation that is stored in specific conversations properties to analyze the different interactions happening between your team and your website visitors. Use these reports to analyze how conversations are distributed across your team in the inbox, which chatflows are performing the best, and how long your website visitors are waiting for a response from your team. Please note: the reports below are powered by an improved reporting framework. This new framework enables you to report on conversations that don’t have an associated ticket. You can still access existing conversations reports from your dashboard, but it’s recommended to follow the steps below moving forward. HubSpot is in the process of migrating conversations reports to the reporting framework covered in this article. Use the default chat and email dashboards There are two default dashboards that allow you to report on your chat and email conversations. To add one of these dashboards to your report library: In your HubSpot account, navigate to Reporting > Dashboards . In the top right, click Create dashboard . You'll be brought to the dashboard library. Here you can select either Chat Overview or Email Overview . Chat Overview The Chat Overview dashboard contains six reports that can help you analyze the chat conversations happening between your team and your website visitors. Select Chat Overview . In the right panel, clear the checkboxes next to the reports that you don't want to include. Chat volume by assignee: view the total number of chats, open or closed, assigned to each team member. Chat volume by URL: view the total number of chat conversations that started on a specific page URL. Chat response time by assignee: view how long it took each team member to respond to an initial chat. Time to close chats by assignee: view how long it took each team member to close a chat conversation. Total chats by assignee: view the total number of chat conversations closed by each team member. Chat volume by chatflow: view the total number of chat conversations, open or closed, taking place by specific chatflow. Click Next . Enter a name for the dashboard. Select a privacy option . Learn more about controlling access to your dashboards . Click Create dashboard . You'll be brought to the newly created dashboard, where you can analyze the data, add new reports from the library , create a custom report , or customize the dashboard . Email overview The Email Overview dashboard contains six reports that give an overview of how your team is handling email conversations in the inbox. Select Email Overview . In the right panel, clear the checkboxes next to the reports that you don't want to include. Email volume by assignee: view how many email conversations are assigned to each team member in your inbox. Email response time by assignee: view the time it takes each team member to respond to an initial email conversation. Total emails closed by assignee: view how many email conversations each team member has closed in the specified time rage. Time to close emails by assignee: view how long it takes each team member to close an email conversation with a visitor. Email volume over time: track the volume of incoming emails sent to your inbox over time. Open emails by inbox: view the total number of email conversations per each inbox in your account. Click Next . Enter a name for the dashboard. Select a privacy option . Learn more about controlling access to your dashboards . Click Create dashboard . You'll be brought to the newly created dashboard, where you can analyze the data, add new reports from the library , create a custom report , or customize the dashboard . Use the reports on your dashboard After you create a dashboard, you can analyze the existing reports and drill into different data points. In your HubSpot account, navigate to Reporting > Dashboards . In the top left, click the dashboard dropdown menu and select the name of the dashboard that contains your default chat or email conversations report. Locate the report you want to analyze. Click a data point on the report to drill into that specific metric. In the dialog box, view details about the conversations that contribute to that metric. Depending on your HubSpot subscription, you can edit the report or create a custom single-object report to analyze your conversations data. Please note: users in a Marketing Hub Professional or Enterprise , Sales Hub Professional or Enterprise , Service Hub Professional or Enterprise , or with the Reporting add-on can edit the default reports included on the dashboard or create new custom conversations reports. To edit the report, hover over the report and click the Actions dropdown menu, then select Edit . At the top of the report editor, click your report's name to edit it. To edit which chart is used to display your data, in the left panel, select a different chart type . In the Configure chart section, you can drag and drop properties into the Displaying section to add them to your chart. To add more properties to report on, click the Data tab. In the left panel, click Add Conversations Property . Search for and select a property from the list. To filter the data in the report, in the top left, click Filters . Click And to add more filter criteria. Use the search bar to look up a conversation chat session property, then select the property . Edit the filter criteria, then click Apply filter . When you're done making changes, click Save in the top right. You can locate your updated report on the dashboard. Learn more about customizing your dashboard . Reports Chatflows Inbox",https://knowledge.hubspot.com/inbox/report-on-chat-and-email-conversations
1283,Understand HubSpot's website migration process,"To recreate or refresh your existing website content in HubSpot, you can request a website migration performed by HubSpot's Replatforming Team. A migration may be a good option for: Customers who want to move their content to HubSpot and keep their current design. Customers who want to update their design using a theme from HubSpot's Template Marketplace . If you’re looking to significantly redesign your website or want customized templates and modules, you may want to consider partnering with your developer or a HubSpot Solutions Partner instead. Please note: Content Hub Starter accounts may be eligible for migrations under certain circumstances. To learn more, reach out to your account representative. Understand HubSpot migrations The migration service includes: The migration of your existing site content and styling using a theme created by HubSpot, called Migrations Base , which includes modules and drag and drop templates that you can edit in the content editor . OR The migration of your existing site content using a theme of your choice from HubSpot’s Template Marketplace . For either option, HubSpot's Replatforming Team will build your new site on a child theme of your chosen theme. Migration requirements and limitations Please take note of the following requirements and service limitations before requesting a migration: Migrations do not include email templates. Most migrations are completed within 2-4 weeks; however, larger projects may take longer. Your migration agreement will provide an estimate. Your current website must remain live throughout the migration. Any changes made to your website after the migration has been approved will not be reflected in the migrated content. You will need access to your domain hosting (DNS) provider to be able to launch the site following migration. The following website features are not expected to migrate, but you’ll receive more detailed information when purchasing a migration: Please note: a list of website features that won't be included in your website migration will be available in your CMS Migration Agreement. Database-driven content, such as real estate listings, knowledge bases, extensive product catalogs, and postal code/location-based search. Gated content, such as logins, member access, password protection, and pages that are only accessible by form submission. E-commerce, such as shopping carts, storefronts, and payment processing. Advanced forms, such as progressive or multi-step forms, calculators collecting submissions, and forms requesting Personally Identifiable Information. User-generated content, such as forums, ratings, comments, and profiles. Third-party applications, such as live chat, accessibility widgets, commenting engines, and job boards. Custom responsive design, stylesheets, and mobile websites. Request a migration To start the migration process, reach out to your account representative, who will then reach out to HubSpot's Replatforming Team internally . If you are unsure how to reach your account representative, contact HubSpot Support to get connected with the right person. You can also submit this website migration form . HubSpot's Replatforming Team will evaluate your website to see if a migration will meet your needs. If your project is a fit for the process, your account representative will provide you with a link to your migration agreement. This agreement will outline the terms of the migration, including: How many pages will be migrated An estimate of how long the migration will take How specific assets like forms may change during the migration process If you agree to the terms, your account representative will send you a link to complete the payment process. Learn more about migration pricing. Following purchase, a R eplatforming Specialist will send an introductory email and work with you to retrieve required assets for your migration plan. When the assets are confirmed, your Replatforming Specialist will enter your migration into the team's queue. While the team is working on your migration, you can check on the status of the project in your HubSpot account: In your HubSpot account, click your account name in the top right corner, then click Account & Billing . Click the Migrations tab. Review the migration's status on the timeline: Migration confirmed: the migration has been purchased and the Replatforming Specialist is collecting information necessary to begin the migration. Migration in-progress: the Hubspot Replatforming Team is in the process of migrating your website. Migration completed: your website content has been successfully migrated into HubSpot. You have 60 days from the date listed here to report design issues. When the migration is completed, you will receive an email notification from your Replatforming Specialist with steps to review. Review a migration When you receive an email notification that your migration is finished, you can review your content in your HubSpot account. To review a migrated website: In your HubSpot account, navigate to Content > Website Pages . Hover over your home page, then click the More dropdown menu and select View . To review migrated blog posts and listing pages: In your HubSpot account, navigate to Content > Blog . To view blog listing pages, click the Blog posts dropdown menu in the top left and select Blog listing pages To review migrated templates: In your HubSpot account, click the settings settings icon in the top navigation bar. In the left sidebar menu, navigate to Content > Themes . Hover over the [CompanyName_Date] theme and click View theme . For example, if your company name was Example Company , and you completed a website migration in September 2023, you would look for the ExampleCompany_Sept2023 theme. Note that your theme is built as a child theme, either of the marketplace theme of your choice, or of the base theme built by the HubSpot Replatforming Team called Migrations Base . Previously, this base theme may have been named Matter or Nixon . In the theme editor, click the View on dropdown menu in the top left, and select a page or post to use for previewing the theme. In the top right, click Preview to preview your content on any device type. Please note: you have 60 days from the migration's completion date to report missing or broken content. For issues with how your content was migrated, reach out directly to your Replatforming Specialist. They will typically respond within 2 business days. To learn more about using HubSpot's editing tools, contact HubSpot Support . Understand your next steps After your migration is complete, you'll need to review any other migrated content and customize your settings in HubSpot: Review your migrated forms and manage your form options in HubSpot. Set up your blog settings before publishing your blog content. Apply system templates to all domains in your account, or to a particular domain. Upload your favicon and apply it to your content. Integrate Google Analytics with HubSpot to track your HubSpot-hosted pages in Google Analytics. Exclude internal traffic from HubSpot's traffic analytics to get the most accurate data. Review SEO recommendations in HubSpot. Bulk upload URL redirects for any URL changes to avoid broken links. When your website is ready to go live, connect your domain and update your DNS records . You may need to partner with your developer or IT team to complete these steps. Learn more about working with HubSpot's content tools . Blog Website Pages",https://knowledge.hubspot.com/website-pages/understand-hubspot-s-website-migration-process
1284,Create A/B tests for pages with AI (BETA),"You can use Breeze , HubSpot's AI, to generate copy suggestions for your landing pages, then run A/B tests to see which versions perform best. With A/B testing, you can learn about what works best for your audience to create the most effective content. For example, you can experiment with content length to see if your audience responds better to in-depth content or concise content. Learn more about running A/B tests in HubSpot . In your HubSpot account, navigate to Content > Landing Pages . Click the name of a landing page. In the content editor, click the test Test icon in the left sidebar. Select Run A/B Test with AI . In the left column, select a recommendation . The text for the new variation will appear under Suggested Content , while the original text will be labeled Original Content . In the top right, click Create variant . Review the content of the new variant, then click Publish in the top right. At any point during the test, review the tests results . BETA",https://knowledge.hubspot.com/website-and-landing-pages/create-a-b-tests-for-pages-with-ai
1285,Use today's date in the CRM,"To track data compared to the current day, you can use today's date and other relative measures of time in your CRM. For example, if you create a Renewal date property, you can set the property to display time from today (e.g., Renewal date is 10/28/2024, 12 days from today) and filter records based on their Renewal date values (e.g., Renewal date is this month). In this article, learn more about the ways you can use today's date and relative time in HubSpot: Show relative time from today when viewing a date picker or date and time picker property . Set up filters and enrollment criteria based on today's date or other relative time periods in object index pages , lists , reports , workflows , and datasets . Create calculation properties to track the time since or time until a date and use the properties in filters ( Professional and Enterprise only). Display property values with relative time from today For date picker and date and time picker properties, you can choose to display their values including the number of days from the current date. This option is available for both default and custom properties. In your HubSpot account, click the settings settings icon in the top navigation bar. In the left sidebar menu, navigate to Properties . Create a property or edit an existing property . Navigate to the Field Type tab. The field type must be either Date picker or Date and time picker . Select Show [date/date and time] with relative time . Displaying relative time doesn't affect the property's values. Finishing setting up or editing the property, then click Create or Save . When viewing the property value on a record, the number of days ago or from today will be displayed. Please note: relative time is not supported when viewing the property's values in forms, reports, or the mobile app. Use today's date or relative time in filters You can set up filters based on today's date or relative time from today in HubSpot tools to segment records, trigger automation, and report on data. Below are the supported tools and example use cases. If you've created Time since or Time until calculation properties ( Professional and Enterprise only) and want to filter by those instead, learn how to use the properties . Object index pages When filtering records on an object index page, you can set criteria for date and date and time properties using relative time measures. This includes default options such as Today or Last quarter , and custom measures such as more than 10 days ago or less than 45 days from now. Navigate to your records and select a date/date and time property by which to filter the records . Set your criteria using today's date or the relative time from today. For example: To view deals with a Close date today or another default option, using quick filters, click Close date , then select an option . If using the Advanced filters panel, select Close date > is > [option] . To view deals with a Close date within a custom amount of time (e.g., 45 days or less from the current day), in the Advanced filters panel, select Close date > is [less/more] than > [number] > days [ago/from now] . To save the filters as a view , click the saveEditableView Save icon . Learn more about filtering records . Lists When filtering records to include in a list, you can set criteria for date and date and time properties using the relative time from today. For example, Last activity date is more than 10 days ago or Close date is less than 45 days from now. You can also filter based on how recently a value was updated or if a value is before or after another property's value. In your HubSpot account, navigate to CRM > Lists . Create a list or edit an existing active list . In the left panel, click + Add filter . Set your list criteria using relative time from today with [Object] properties as the filter category. For example: To include contacts who engaged with your team today, select Contact properties > Last engagement date > is less than > 1 > day ago . To include contacts with a Renewal date within a custom amount of time (e.g., the next six months), select Contact properties > Renewal date > is [less/more] than > [number] > days [ago/from now] . Continue setting up or editing your list, then click Save list . Learn more about how to create lists and determine your list criteria . Reports When creating or editing a report, you can set date ranges and filters based on today's date and relative time. This applies to default reports from the report library or custom reports created in the custom report builder ( Professional and Enterprise only). In your HubSpot account, navigate to Reporting > Reports . Click Create report or edit an existing report . You can select a template or if your account has a Professional or Enterprise subscription, use the custom report builder . If using a report template, in the right panel, you can select default options or set custom relative time measures for the report's Date range and Filters when using date/date and time properties. If using the custom report builder ( Professional and Enterprise only), you can select default options or set custom relative time measures for when filtering date/date and time fields. Continue setting up or editing your report, then click Save . Workflows ( Professional and Enterprise only) You can use today's date or other relative time measures in workflow enrollment triggers and branches. For example, create a workflow that sends you a notification when a deal's Close Date is today. In your HubSpot account, navigate to Automations > Workflows . Click Create workflow . Add an enrollment trigger or branch . Select [Object] properties as the filter category. Select a date/date and time property . To set criteria based on today's date, use the options less than or more than to specify the number of days from the current date. In the example below, if the workflow runs every day, a deal will be enrolled in the workflow if its Close date is today. Click Save . Add actions as needed. For example, you could send a notification to the deal owner when the Close date is today. Publish and turn on the workflow. Datasets ( Operations Hub Enterprise only) In datasets, you can use date/date and time properties and date functions in filters and formulas to calculate relative time. Learn more about creating custom datasets . For example: To calculate the time until a contact's birthday, use DATEDIFF(""DAY"",[Birthday], NOW()) . To show deals whose Last activity date value is more than 30 days from today's date, you could use IF(DATEDIFF(""DAY"",[Last activity date], NOW()) > 30, "" More than 30"", ""Less than 30"") . View and use time since and time until calculation properties ( Professional and Enterprise only) You can create calculation properties that track the amount of time since or until a date. For example, you can create a Time since open property to track how long a deal has been open in your pipeline. Learn how to create time since and time until calculation properties . You can view the property's value on a record if the selected start or end date property has a value. For example, at this time, the following deal is set to close in 45 days. You can also filter records by the properties on object index pages or in lists, workflows, and single-object reports. Time since and time until properties can be used with the following operators : is less than is greater than is known is unknown For example: View deals for which Time since open is more than 10 days, but there hasn't been any recent activity. Create a list of contacts for which Time until renewal is less than 30 days , so you can send them a renewal reminder email. Enroll contacts in a workflow if they have a specific role and were created more than 2 days ago . Please note: t ime since and time until properties are not supported in the following: Datasets . Filters in the custom report builder . Inputs in calculation and rollup properties . Custom data sync field mappings . properties CRM records",https://knowledge.hubspot.com/properties/use-todays-date-in-the-crm
