id,titulo,conteudo,link
626,Repeat a past import,"If you routinely import records or activities with the same properties, you can use a previously completed import as a starting template to import new data. When you use an import as a template, the past import's settings and property mappings are copied. This can speed up the import process and ensure data accuracy. For example, your team imports new contacts each week. If you previously imported a contacts file with the necessary columns , users can repeat that import to upload new contacts in fewer steps and to automatically map the file columns to the correct contact properties. To repeat a past import: Click Import in the top right of any object index page . On the Imports page, click Import a file . Click Repeat a past import , then click Next . In the table, hover over the import you want to repeat, then click Use as template . If the import you want to repeat isn't included in the table: Navigate back to the Imports page. Hover over the import in the Past imports table, then click More > Use as template for new import . Imports completed more than six months ago and opt-out list imports are not available for use as templates. To confirm the required columns for your file, click [x] columns expected in the Import template requirements section . If your file doesn't match, edit your file or start a new import that's not based on a template. Click choose a file and select a file for each object/activity you're importing. Once you've selected the matching files, click Next . Verify that your columns are mapped to the correct properties , then click Next . Once you've selected the options for your import, click Finish import . Learn more about importing records and activities . CRM records Import & Export",https://knowledge.hubspot.com/import-and-export/repeat-a-past-import
627,View a company record summary,"To quickly access an overview of a company's key details, you can add the Company Summary card to the middle column tabs of company records. The summary includes data about the company's activities, stakeholders, lifecycle stage, and associated deal, product, and ticket information. This enables you to get important context about your companies without having to navigate to multiple areas of the record. There is a default Company Summary card that can be added to record views, but you can also create custom company summary cards to display specific information. Add a summary card to a record view Users must have Customize record page layout or Super Admin permissions to customize a record view . You can add company summary cards only on company records. If you've never customized your company record views, the standard Company summary card will be added by default. If you've previously customized a view, you'll need to manually add summary cards. To add a company summary card: Navigate to the record view editor for companies. On the middle column, navigate to the tab you want the card on (i.e. Overview or a custom tab ), then click Add cards . Select the checkbox of the default Company Summary card or a custom company summary card . To change the order the card appears in on the record, click and drag the card to its desired position. In the top right, click Save and Exit to apply your changes. Learn more about customizing records . Create a custom company summary card You can create custom company summary cards to select which details to display and filter the included tickets. Create a Company summary card . By default, all sections of the summary are included on the card. To hide a section, toggle the switch off. For the Key Tickets section, by default, the most recently created tickets are shown. To customize which tickets are shown: To set criteria that decide which tickets to display, click Manage filters . Add your criteria , then click the X to close the filters panel. To set how the tickets are sorted, select the property to sort by, then select the sort order, either sortAmtAsc ascending or sortAmtDesc descending . Click Save to add the card. In the top right, click Save and Exit to apply your changes. Learn more about creating custom cards . View a company summary Once you've added a company summary card to your company records, to view the summary: In your HubSpot account, navigate to CRM > Companies . Click the name of a company. In the middle column, navigate to the default Company Summary card or a custom summary card. The following sections are included in the default Company Summary card and can also be included on custom cards: Quick Context : a text property you can use to add notes about the company. Click the field , enter your text in the editor, then click Done . You can also view and edit the text via the Quick context property . Frequently Contacted : the associated contacts with which you most often communicate. To preview a contact, hover over the contact name, then click the view preview icon . To view the contact's record, click the contact's name . Company Profile : the company's lifecycle stage, total amount from closed deals, and the most recent close date for associated deals. To view the history of changes to the lifecycle stage, click History details . Products : the products a company bought through a closed deal (closed within the last 365 days) or expressed interest in through an open deal (created within the last 365 days). To view all products included on associated deals, click View all [x] products . Key Tickets : by default, the most recently created open tickets. If you create a custom company summary card , you can filter which tickets should appear. To preview a ticket, hover over the ticket name, then click Preview . To view the ticket record, click the ticket's name . To view all associated tickets, click View a full list of tickets . Learn more about using cards on records or AI-generated activity summaries (BETA). CRM Object Settings",https://knowledge.hubspot.com/records/view-a-company-record-summary
628,Métricas de validação na ferramenta de SEO,"Na ferramenta de SEO, existem métricas para ajudá-lo a pesquisar tópicos e palavras-chave subtópicas para obter os melhores resultados de SEO. Saiba mais sobre as métricas disponíveis na ferramenta e como usá-las para melhorar seu conteúdo. Observe: se tiver ativado a integração do Google Search Console , verá métricas adicionais da sua Conta do Google. Métricas na ferramenta de SEO Verá algumas destas métricas quando estiver a pesquisar novos tópicos para criar. Também pode ver estas métricas para um tópico ou subtópico específico que tenha criado: Volume de pesquisa mensal é calculado utilizando a SEMrush e é a média de pesquisas mensais para uma palavra-chave nos motores de busca. Deve procurar tópicos e subtópicos que já estejam a gerar volume mensal, mas tenha em mente que algumas destas frases podem ser difíceis de classificar. Dificuldade é uma estimativa da dificuldade que terá de enfrentar para aparecer na primeira página dos resultados de pesquisa para este tópico. Esta pontuação é medida numa escala de 100 pontos, o que significa que é mais fácil ver o sucesso com palavras-chave que têm pontuações mais baixas. Porque é que as minhas métricas de validação dizem Nenhum dado ? Se as métricas de validação de palavras-chave do subtópico não forem preenchidas com quaisquer dados, as possíveis razões incluem: A SEMRush não tem quaisquer dados para esta métrica. A SEMRush fornece à HubSpot dados nulos, mesmo quando a sua própria aplicação mostra dados. Isso geralmente resolve por si só. Os dados relacionados ao volume de pesquisa mensal são armazenados em cache por 30 dias, portanto, os resultados podem não ser atualizados. O tópico é definido para um país que não tem qualquer volume de pesquisa para o tópico. Por exemplo, se você tiver um tópico específico do idioma, mas o tópico estiver configurado para um país que não fala esse idioma, talvez você não tenha dados de pesquisa. Pode ver as localidades disponíveis para o Volume de pesquisa mensal e sugestões de palavras-chave do subtópico em Bases de dados da SEMrush . SEO",https://knowledge.hubspot.com/pt/content-strategy/validation-metrics-in-the-seo-tool
629,Generate preview text for marketing emails using HubSpot AI,"You can generate preview text for your marketing email using HubSpot AI, which allows you to focus on designing and refining the content of the email campaign itself. The preview text is based on the content of your email, and help provide a relevant summary to your recipients and capture their attention. If you're a user with super admin permissions, learn how to opt your account into the beta. Please note: Please avoid sharing any sensitive information in your enabled data inputs for AI features, including your prompts. Admins can configure generative AI features in account management settings. For information on how HubSpot AI uses your data to provide trustworthy AI, with you in control of your data, you can refer to our HubSpot AI Trust FAQs . Understand AI-generated content best practices Proofread and edit your AI-generated content before publishing it. Edit AI-generated content to maintain your brand's voice and style. Balance the use of AI-generated content with content written by a human. While HubSpot has security measures in place, content assistant may occasionally generate incorrect, biased, offensive, or misleading information. Verify the accuracy of the output's content, especially any statistics or facts. The large language model that powers content assistant tends to produce inconsistent results in non-English languages. HubSpot is working on better supporting these languages in the coming months. For now, use extra care in checking non-English content for accuracy and clarity. Manage preview text assistant setting for all users By default, the preview text assistant will be available to all users in your account. You can turn this setting off in your account settings: In your HubSpot account, click the settings settings icon in the top navigation bar. In the left sidebar menu, in the Account Management section, navigate to AI . In the Access tab of your AI settings, click to toggle the Give users access to generative AI tools and features switch on. Generate preview text using HubSpot AI To generate a preview text for your marketing email: In your HubSpot account, navigate to Marketing > Email . Click the name of a drafted marketing email. Click the Settings tab. Under Preview text , click Generate . After a short delay, up to two different preview text ideas will be generated for you to choose from: To use one of the generated preview text ideas, click Insert . If you want to iterate on one of the specific ideas, click More like this to generate two new ideas that are similar in sentiment. If none of the originally generated ideas fit the tone or theme or your email, you can click Generate new ideas to generate new ones. As you generate potential preview text, you can click the left arrow and right arrow icons in the bottom right of the dialog box to review the options that've been created so far. Please note: After the first time you generate your first set of preview text ideas, you can only generate new ideas up to five additional times for a single email. The generated preview text will be in the language you set in your marketing email settings . Marketing Email AI Tools",https://knowledge.hubspot.com/marketing-email/generate-preview-text-for-marketing-emails-using-hubspot-ai
630,Gerir campanhas,"Depois de criar a sua campanha no HubSpot, pode exportar os detalhes da sua campanha , ver e filtrar as suas campanhas, clonar uma campanha e os seus activos ou eliminar uma campanha. Também pode saber mais sobre como gerir activos de campanha individuais e gerir o orçamento e as despesas da sua campanha com listas detalhadas e totais de montantes . Editar detalhes da campanha Depois de criar uma campanha, pode ainda editar os pormenores da campanha. Se estiver a atualizar o nome da campanha , tenha em atenção o seguinte: O HubSpot criará e adicionará um novo valor utm_campaign para todas as URLs de rastreamento futuras associadas à sua campanha. O valor de utm_campaign antigo ainda será conectado à sua campanha para garantir a continuidade dos dados históricos. Pode editar os detalhes de uma campanha individual ou editar detalhes de várias campanhas a partir da tabela de campanhas. As propriedades que podem ser editadas a partir da vista de tabela serão determinadas pela vista de campanha utilizada. Para editar os detalhes de uma campanha existente: Na sua conta da HubSpot, navegue até Marketing > Campanhas . Para editar uma campanha individual: Na tabela, passe o cursor sobre a campanha e clique em Acções , depois seleccione Editar campanha . No painel direito, pode editar os detalhes da sua campanha. Depois de atualizar os detalhes da campanha, na parte inferior do painel, clique em Guardar . Para editar os detalhes da campanha na vista de tabela: Na tabela de campanhas, clique na propriedade da campanha que pretende editar. Em seguida, selecionar ou introduzir um valor de propriedade . Para editar outra propriedade, clique noutra propriedade da campanha na tabela. Depois de efetuar as suas edições, no canto inferior esquerdo, clique em Guardar . Campanhas de segmentos Para segmentar as suas campanhas, pode aplicar filtros baseados nos detalhes da campanha à sua tabela de campanhas. Este conjunto de filtros pode ser guardado como uma vista a que pode aceder sempre que pretender uma visão geral das campanhas que satisfazem esse critério. Saiba mais sobre criar, personalizar e gerir vistas guardadas . Na sua conta da HubSpot, navegue até Marketing > Campanhas . No separador Gerir , na parte superior da tabela, clique em Adicionar vista . Seleccione Criar nova vista no menu pendente. Na caixa de diálogo, introduza um nome para a sua vista e seleccione que utilizadores podem aceder à vista guardada. Clique em Salvar . A sua nova vista aparecerá como outro separador na parte superior da tabela. Seleccione e aplique os seus filtros: Unidades empresariais : i Se adquiriu a extensão Business Units , pode filtrar pela unidade empresarial à qual a campanha está associada. Equipas: filtra por equipas com acesso à campanha. Criado por: filtrar pelo utilizador específico que criou a campanha. Propriedade de: filtro pelo proprietário da campanha atribuída. Filtros avançados: filtra por detalhes avançados da campanha (por exemplo, número de [tipo de ativo], orçamento, datas de início e fim, objectivos). Saiba mais sobre filtrando seus registros no HubSpot . No painel direito, clique em Adicionar filtro . Para adicionar mais critérios de filtragem, clique em AND ou OR . Saiba mais sobre usando a lógica E e OU no HubSpot. Para clonar um grupo de filtros, clique em Clonar . Para eliminar um grupo de filtros, clique em Eliminar . Para remover os critérios de filtragem existentes, passe o cursor do rato sobre os critérios e clique no ícone de eliminação delete . Depois de fazer alterações nos filtros aplicados, clique em Salvar exibição no canto superior direito e clique em Salvar . Para gerir as suas vistas, no canto superior direito, clique em Todas as vistas . Passe o cursor sobre uma vista e clique no menu pendente Actions para: Eliminar: eliminar permanentemente uma vista. Clone: clona uma cópia da vista. Exportar: exportar dados da vista em formato csv, xls ou xlsx. Pode optar por exportar apenas as propriedades apresentadas na vista ou todas as propriedades dos registos. Gerir a partilha: selecciona os utilizadores e as equipas que têm acesso a esta vista. Pode ser definido como Privado , Equipa , ou Todos . Renomear: renomear a vista. Clonar uma campanha Pode clonar uma campanha existente do HubSpot , incluindo os seus activos associados. Na sua conta da HubSpot, navegue para Marketing > Campanhas . Passe o cursor do rato sobre uma campanha e clique em Clonar . No painel direito, introduza quaisquer novos detalhes para a campanha clonada e, em seguida, clique em Guardar . Os seguintes activos de campanha serão clonados com a convenção de nomenclatura Nome do activo (nome da campanha) : Posts do blog Chamadas à ação () E-mails Formulários Landing pages Páginas do site Outras fontes Fluxos de trabalho As mensagens sociais e os URLs de seguimento permanecerão na campanha original e não serão clonados. Nota: existe um limite de 255 caracteres para os nomes de conteúdos ou activos de campanha clonados. Os nomes de ativo ou conteúdo que ultrapassam o limite de caracteres serão truncados. Eliminar uma campanha A eliminação de uma campanha da HubSpot não elimina os seus activos e conteúdos associados. Não é possível restaurar uma campanha eliminada. Na sua conta da HubSpot, navegue até Marketing > Campanhas . Passe o cursor sobre uma campanha e clique em Acções , depois seleccione Eliminar . Na caixa de diálogo, clique em Eliminar para confirmar. Exportar detalhes da campanha Depois de criar a sua campanha, se for um superadministrador ou tiver permissões de exportação , pode exportar os detalhes da sua campanha da HubSpot para partilhar informações com intervenientes externos. Pode exportar estes dados num ficheiro csv, xls ou xlsx a partir do seu painel de controlo de campanhas. Na sua conta da HubSpot, navegue para Marketing > Campanhas . No canto superior direito, clique em Actions e, em seguida, seleccione Export campaigns . Seleccione a vista da campanha que pretende exportar. Configure o seu ficheiro de exportação: Nome: introduza um nome para a sua exportação. Formato: seleccione um formato para a sua exportação, pode exportar os detalhes da sua campanha num ficheiro csv, xls ou xlsx. Enviar para: este será definido para o seu e-mail de utilizador do HubSpot por predefinição. Escolha o que pretende exportar: para a vista seleccionada, escolha se pretende exportar os dados apresentados na tabela ou todos os dados disponíveis do painel. Dados do painel de controlo da campanha na vista actual: exportar dados com base nos detalhes da campanha apresentados para campanhas na vista actual. Os detalhes da campanha na exportação corresponderão aos cabeçalhos das colunas na tabela de campanhas. Todos os dados disponíveis no painel: exportar todos os dados das campanhas na vista actual. Isto inclui pormenores da campanha que não são apresentados na tabela de campanhas. Clique em Exportar para receber um e-mail com uma ligação de transferência para o ficheiro de exportação. Este link para download será válido por 90 dias. Também pode rever e aceder à exportação da campanha a partir das suas definições de Importar e exportar . Campaigns",https://knowledge.hubspot.com/pt/campaigns/manage-campaigns
631,Use dependent form fields (legacy),"With dependent fields, you can display additional fields based on visitors' responses to a previous field. For example, if your business is a bakery, you can ask visitors if they like cake and, if so, ask what flavor of cake they like. Please note: it’s recommended to use the updated forms editor to create and manage forms instead. This article should be used for reference for existing forms only. Learn more about adding conditional logic to forms . Before you get started Before you get started, please note the following: Dependent fields can only be used with regular forms , they cannot be used with pop-up forms . Only existing fields can be used as dependent form fields. If you're using a new field as your dependent field, you will need to create the new field before you begin. You can only add dependent form fields to a regular form field. You cannot add an additional level or layer to a dependent form field. For example, you cannot add an additional dependent form field to an existing dependent form field. Add dependent fields to a form To add a dependent fields to legacy forms: In your HubSpot account, navigate to Marketing > Forms . Create a new form or hover over an existing form and click Edit. In the form preview on the right, hover over the field that you want to add dependent fields to, then click the edit pencil icon . In the left panel, click the Logic tab and scroll to the Dependent fields section. Click the If [property] dropdown menu and select the targeting rule for your dependent field. The options in this dropdown menu vary depending on the field type . Click the second dropdown menu and select the values that should trigger the dependent field. Click the then show dropdown menu and select the dependent field that should appear if the criteria is met. Click Add . To add additional dependent fields to this field, click + Add another rule . This allows you to show different fields for different responses. Dependent fields will appear in the form preview with a dotted line to the field they're dependent on. Click Open dependent fields to view the field. Forms",https://knowledge.hubspot.com/forms/use-dependent-form-fields
632,Understand the 'Marketing email confirmation status' contact property,"The Marketing e mail confirmation status contact property is a contact property set by HubSpot based on the HubSpot email double opt-in feature . It reflects the status of a contact's eligibility of receiving marketing email. This contact property keeps track of any contact's interaction with double opt-in email and provides more insight into whether or not your contact has interacted with your double opt-in email. The Marketing e mail confirmation status property has the following values: Confirmed: the user's double opt-in status has been confirmed and a follow up email has been sent.* Confirmation pending: the user has entered the double opt-in flow has yet to be sent the confirmation email. Confirmation email sent: the confirmation email has been sent. HubSpot is waiting for a confirmation via a click. If the double opt-in email bounces , the contact's status will switch back to Confirmation pending . User clicked confirmation: the user has clicked on the link in the confirmation email.* HubSpot Rep. marked confirmed: someone at HubSpot has marked the user as confirmed. This is more or less manual via an API call.* Customer marked confirmed: a HubSpot user has marked this customer as confirmed during a bulk update. * Confirmed from previous behavior: the contact received email prior to double opt-in being enabled.* Confirmed due to form: the contact filled out a form on a page where double opt-in is not required.* * = The contact is considered having double opted in for email Email Marketing Email",https://knowledge.hubspot.com/marketing-email/what-is-the-marketing-email-confirmation-status-contact-property
633,Gerenciar ambientes de spam,"Depois de publicar e compartilhar seu Formulário HubSpot , Tu podes levar etapas para evitar envios de formulários de spam . O HubSpot marcará automaticamente os envios de formulários como spam nos seguintes casos: Uma URL ou marca HTML é detectada no campo de nome ou sobrenome. Os envios para formulários HubSpot incorporados em páginas externas que não foram adicionadas aos domínios do seu site serão filtrados para os envios de spam. Aprender mais sobre adicionando domínios de sites externos ao HubSpot . Se você optou pela pontuação reCAPTCHA com base na detecção beta de envio de formulário bot , os envios de formulário receberão automaticamente uma pontuação de risco. Qualquer envio com uma pontuação reCAPTCHA entre 0.0 E 0.1 será automaticamente marcado como spam. Saiba mais sobre a detecção de envio de formulário bot baseada em pontuação . Esses envios não resultarão em nenhum registro de CRM e serão listados em uma seção separada da ferramenta de formulários. Quaisquer envios de spam que não sejam liberados dentro 90 dias será excluído automaticamente. Para acessar, liberar ou excluir seus envios de formulário de spam: Na sua conta HubSpot, acesse Marketing > Formulários . Na tabela de formulários, pesquise e revise o forma que você deseja analisar. Revise o número de envios de spam do envios de spam coluna. Se a coluna de envios de spam não for exibida: No canto superior direito da tabela de formulários, clique em Ações > Editar coluna . Na caixa de diálogo, clique em Redefinir visualização padrão . Clique em Salvar . Aprender mais sobre gerenciando as colunas em sua tabela de formulários . De envios de spam coluna, clique no [número de envios de spam] . No canto superior esquerdo do painel de envios de spam, você pode filtrar os envios de spam: Nome do formulario: filtre pelo nome do formulário para o qual foi feito o envio. Enviado em: filtrar pela data do envio. Será excluído após: filtre pela data em que o envio será excluído. Para revisar os detalhes de um envio, passe o mouse sobre ele e clique em Ver envio . No painel direito, revise os detalhes do envio: Se você confirmou que o envio é válido, clique em Liberar para liberar o envio. Isso liberará o envio e criará um novo registro ou atualizará os registros existentes. Se você confirmou que um envio é spam, clique em Excluir para excluir o envio. Isso excluirá permanentemente o envio de spam. Para gerenciar seus envios de spam em massa na tabela de envios de spam: Para selecionar vários envios, clique no botão caixas de seleção ao lado dos envios que você deseja liberar ou excluir. Para selecionar todos os envios, clique no botão caixa de seleção no canto superior esquerdo da tabela. No topo da tabela: Para liberar os envios, clique Liberação para submissões . Para excluir os envios, clique em Excluir . Forms",https://knowledge.hubspot.com/pt/forms/manage-form-spam-submissions
634,Instale e use a extensão HubSpot Social Chrome,"A extensão HubSpot Social Chrome permite-lhe programar ou publicar conteúdos através do HubSpot directamente da página que gostaria de partilhar. Ao utilizar a extensão, pode publicar através do HubSpot sem ter de navegar para a ferramenta social HubSpot . Atenção: a extensão HubSpot Social Chrome só funcionará correctamente quando as suas definições de cookies Chrome estiverem definidas para Permitir todos os cookies ou Bloquear cookies de terceiros em Incognito . Saiba mais sobre como alterar as suas definições de cookies Chrome no Centro de Ajuda do Google Chrome . Instale e use a extensão HubSpot Social Chrome Na sua conta HubSpot, clique no ícone de configurações settings icon na barra de navegação superior. No menu da barra lateral esquerda, acesse Marketing > Social . Clique na guia Publicação . Na seção Publicar do seu navegador , clique em Instalar extensão do Chrome . Na Chrome Web Store, clique em Adicionar ao Chrome . Em seguida, na caixa de diálogo, clique em Adicionar extensão . Você será redirecionado para uma página de confirmação da extensão, e a extensão do HubSpot Social para Chrome aparecerá na barra de ferramentas do seu navegador como um ícone de engrenagem laranja sprocket . Divulgação necessária: A extensão HubSpot Social Chrome só acede à informação sobre a página actual, depois de clicar no botão da barra de ferramentas, utilizando as permissões concedidas pela permissão do ActiveTab do Google Chrome . Selecione a conta da HubSpot para usar com a extensão Se for utilizador em múltiplas contas HubSpot, pode seleccionar a conta a utilizar com a extensão HubSpot Social Chrome: Clique no ícone sprocket HubSpot Social na barra de ferramentas do seu navegador, e seleccione Opções no menu suspenso. No painel direito, clicar no menu suspenso para seleccionar uma conta HubSpot. Compartilhar conteúdo com a extensão do HubSpot Social para Chrome Na página que deseja partilhar, clique na roda dentada do ícone HubSpot Social na barra de ferramentas do seu navegador . No painel da direita, seleccione a rede social para publicar o seu posto social. O post social irá preencher automaticamente o título e URL da página do sítio web em que se encontra, e será gerada uma pré-visualização do post a partir dos metadados do URL. A pré-visualização do post incluirá uma imagem, título, meta descrição , e um link. Isto pode variar em função da página partilhada. Prepare os detalhes do seu posto: Posting from: seleccionar a conta para publicar o post social. Quando: seleccione uma data e hora específica para publicar o post social, ou clique em Publicar agora para publicar o post imediatamente. Agende outro: depois de criar o seu posto social, publique outro posto ou publique para outra conta social clicando no ícone social correspondente. Isto duplicará automaticamente o conteúdo da sua mensagem existente para a nova mensagem. Campanha: seleccionar uma campanha para associar o posto social. Assim que o seu posto estiver pronto, clique Posto de horário ou Publicar post agora para o agendar para publicação ou publicá-lo imediatamente, dependendo da data e hora de publicação que seleccionou. Social",https://knowledge.hubspot.com/pt/social/install-and-use-the-hubspot-social-chrome-extension
635,Add payment links to your content,"You can add a payment link to your website so that your customers can complete payments directly on your site. To add a payment link to your website, you can add the default payments module to a drag and drop page or template or add the payment link embed code to your external website pages. You can also add a payment link to your marketing emails. If you're a developer, you have the option to add a payment field to your theme or custom module, or create a custom payment module . Add the default payments module to your page When you add the default payments module to your page, the payment link will appear as a checkout button that customers can click to then enter their payment details. Navigate to your content: Website pages: In your HubSpot account, navigate to Content > Website Pages . Landing pages: In your HubSpot account, navigate to Content > Landing Pages . Blog: In your HubSpot account, navigate to Content > Blog . Hover over a page or post and click Edit . In the content editor, locate the Common modules section on the Add tab in the sidebar editor. Click the payments module and drag it into position on the page. In the sidebar editor, click the Payment dropdown menu and select the payment link to add to the page. To customize the checkout experience, in the Checkout behavior section, select an option: Open in a new tab: another tab will open in the customer's browser where they can enter their payment information. Sliding overlay: an overlay slides up from the bottom of the customer's screen where they can enter their payment information. In the Button text field, edit the text that appears on the payment link button. To include an icon on the payment link button, select the Add i con checkbox. To select a different icon, click to expand the Icon editing options. In the top right, click Update or Publish to set your changes live. In the design manager, you can also add the default payments module to the page template . Add the embed code to an external page or custom module You can add the payment link embed code to your external website, or create a payment module in the design manager and add the embed code to the module. When you embed the payment link, the checkout form will appear directly on your page. To copy the embed code: In your HubSpot account, navigate to Commerce > Payment Links . Hover over the link and click Actions , then select Embed . In the dialog box, click Copy code . With the embed code copied, you can add it directly to your site. Or, if you're a developer, you can create new module and include a link field to enable content creators to select from the available payment links. Please note: creating modules requires knowledge of HTML, CSS, HubL, and the HubSpot design manager. HubSpot recommends working with a designer to create coded modules. Add a payment link to marketing emails You can add a payment module to your marketing emails. For example, when planning an event, you can include a payment link that allows a buyer to purchase a ticket directly from the email. In your HubSpot account, navigate to Marketing > Email . Hover over an existing email draft and click Edit , or click Create email to create a new email. In the email editor, on the Content tab in the left panel, click and drag the Payment module into the email template. Click the Payments dropdown menu and select a link . In the button text field, edit the text that appears. To insert emojis into your text field, click the emoji icon . Use the styling tools to customize the text font, button color, and size. Finish setting up and sending your email . When a contact clicks the button, they'll be brought directly to the checkout page . Learn more about what happens in HubSpot after a payment is made . Payment Links",https://knowledge.hubspot.com/payment-links/add-a-payment-link-to-your-website
