id,titulo,conteudo,link
1076,Criar ativos com o assistente de campanhas (BETA),"Utilize o assistente de campanhas da HubSpot para gerar conteúdo automaticamente para os seus ativos de marketing. Ao utilizar o assistente de campanhas, você pode gerar imediatamente novos e-mails de marketing e landing pages com conteúdo. Você também pode criar o conteúdo do anúncio na ferramenta de anúncios ao criar Google , Facebook ou LinkedIn campanhas publicitárias. Observação: evite compartilhar informações confidenciais nas entradas de dados habilitadas para recursos de IA, incluindo avisos. Os administradores podem configurar recursos de IA generativos nas configurações de gerenciamento de conta. Para obter informações sobre como o Hubspot ia usa seus dados para fornecer IA confiável, com você no controle de seus dados, você pode consultar nossas Perguntas Frequentes sobre Confiança do Hubspot ia . Para criar conteúdo de anúncio com assistente de campanhas: No assistente de campanhas , clique em Começar . Selecione um dos seguintes tipos de conteúdo: Conteúdo da página de destino : gere uma página de destino do site contendo uma cópia com base em suas solicitações. E-mail de marketing : gere um e-mail de marketing contendo uma cópia com base em suas solicitações. Anúncios de pesquisa do Google : gere um texto para um anúncio de pesquisa do Google. Anúncio do Facebook: gere texto para um anúncio do Facebook. Anúncio do LinkedIn: gerar cópia para um anúncio do Facebook. Na parte inferior, clique em Próximo ou Inscreva-se gratuitamente . Ao criar um ativo com o assistente de campanhas pela primeira vez: No campo Qual é o assunto da sua campanha? , digite uma descrição para sua campanha. Em seguida, clique em Próximo . Nos campos O que você deseja que seu público saiba? , insira três pequenas descrições da sua empresa. Em seguida, clique em Próximo . Na seção Escolha um estilo de escrita , clique para selecionar o estilo de escrita que deseja utilizar. Você pode selecionar até 3 estilos de escrita. Em seguida, clique em Próximo . Ao criar um e-mail de marketing ou uma landing page, no campo O que você deseja que seu público faça? , insira um objetivo para o público da campanha. Em seguida, clique em Próximo . No editor do assistente de campanha, no painel direito, você pode revisar o conteúdo gerado. Para usar este conteúdo, na parte inferior, clique cópia de . Isso copiará todas as versões do conteúdo do anúncio gerado para a área de transferência. Para landing pages ou e-mails de marketing, no canto superior direito, clique em Criar [tipo de ativo] . Isso criará automaticamente uma nova landing page ou e-mail com a cópia gerada na sua conta da HubSpot. Para gerar mais conteúdo, no painel esquerdo, atualize seu assistente de campanha Comandos . Então clique Regenerar conteúdo . O novo conteúdo será mostrado no painel direito. É possível gerar conteúdo 10 vezes para cada ativo. Para gerar um novo tipo de conteúdo, no canto superior direito, clique Criar novo ativo . Em seguida, selecione o seu tipo de ativo . Se você já criou ativos com o assistente de campanha, será direcionado para a página dos assistentes de campanha: No painel esquerdo, revise todas as campanhas: Para excluir uma campanha, clique no ícone de exclusão delete ao lado da campanha. Para criar uma nova campanha, clique em + Nova campanha . É possível criar no máximo 10 campanhas . Clique no nome da campanha para ver todos os ativos que pertencem à campanha. Cada campanha tem um máximo de 15 ativos. No painel direito, você pode revisar os ativos da campanha selecionada: Para alterar o nome da campanha, na parte superior, clique no ícone de lápis edit ao lado do nome da campanha atual. Para criar um novo ativo para a campanha, no canto superior direito, clique em Criar novo ativo . Em seguida, selecione o tipo de ativo . Isso criará um novo ativo com base nos prompts respondidos anteriormente na mesma campanha. Para revisar um ativo, passe o cursor do mouse sobre o ativo e clique em Exibir . Para excluir um ativo, passe o mouse sobre o ativo clique Ações menu suspenso e selecione Excluir recurso . Email ads Landing Page",https://knowledge.hubspot.com/pt/campaigns/campaign-assistant
1077,Manage your Google ad campaigns in HubSpot,"After connecting your Google Ads account to HubSpot , you can manage your ad campaigns, ad groups, ads, and keywords from your HubSpot Ads dashboard. Edit your campaigns In HubSpot, you can edit ad campaign names, budgets, and schedules. To edit an ad campaign: In your HubSpot account, navigate to Marketing > Ads . Hover over the campaign and click View details . To edit your campaign, click Edit campaign in the top right. To edit the Campaign name , enter a new n ame for the ad set on the Details tab. To edit the Budget or Schedule , navigate to the Budget & Schedule tab. Edit the budget amount under Budget . Select your Bid strategy . To adjust the duration of the ad set, use the date picker fields to change the end date or end time . In the Automation tab, you can optionally create a new list of contacts from your ad campaign: Enter a name for your new list. Click Create list . When you're done making changes, click Publish changes . Manage your ad groups To edit the budget, scheduling options, and other details of your ad groups: On your ads dashboard, click the campaign of the ad group or ad you want to edit. Edit the ad group's details: Hover over the ad group you want to edit, then click Edit . Under Ad group name , you can enter a new ad group name . To edit your Budget or Schedule , navigate to the Budget & Schedule tab. Click Publish changes . To enable or pause an ad group, toggle the switch on or off next to the ad group name. To delete an ad group: In the ad groups table, hover over the ad group that you want to delete, then click Delete . In the dialog box, click Delete ad group to confirm deletion. Manage keywords for an ad group You can create, enable, pause, or delete keywords by clicking an ad group . To create a new keyword: In the top right of the keywords table, click Add keywords . In the right panel, enter a new keyword and match type . You can learn more about how match types work in the Google Ads documentation . If you want to create additional keywords, click Add keyword . Once you're done, click Add . To enable or pause a keyword, toggle the switch on or off next to the keyword name. To delete a keyword: In the keywords table, hover over the keyword you want to delete, then click Actions . Click Delete . In the dialog box, click Delete keyword to confirm deletion. ads BETA",https://knowledge.hubspot.com/ads/manage-your-google-ad-campaigns-in-hubspot
1078,"Difference between AND vs OR logic in lists, workflows, and reports","There are two types of logic for multiple list filters , workflow enrollment triggers , and report filters : AND logic OR logic AND logic To identify objects that meet all criteria within a set of list filters or workflow enrollment triggers, use AND logic. When filtering records in a list, AND logic is automatically used within a filter group. For example, to identify contacts that are from North America AND have a lifecycle stage of Customer, click AND before adding the second filter or trigger. When using this AND criteria, only contacts who are North American customers will be included. Only contacts who meet the criteria in the shaded area will be included. OR logic To identify objects that meet at least one criteria within a set of list filters or workflow enrollment triggers, use OR logic. When filtering records in a list, OR logic is automatically used between separate filter groups . For example, to identify contacts that are from North America OR have a lifecycle stage of Customer, click OR before adding the second filter or trigger. When using this OR criteria, all contacts from North America, contacts who have a lifecycle stage of customer, and contacts who are North American customers will be selected. Contacts who meet the criteria in all sections will be included. Lists Workflows",https://knowledge.hubspot.com/lists/difference-between-and-vs-or-logic-in-lists-and-workflows
1079,Ver histórico de pontuação de leads e desempenho,"Para entender como suas pontuações de leads estão sendo usadas, você pode revisar o histórico de pontuações de leads de contato e da empresa e analisar o desempenho de suas pontuações. Para exibir o histórico de pontuação do lead, adicione propriedades de pontuação como colunas da página de índice ou adicione a pontuação do Lead  à barra lateral direita registro. Se a sua conta tiver uma assinatura do Marketing hub Enterprise , você também poderá exibir relatórios com base nas pontuações de registro existentes e nos limites de pontuação. Ver histórico de pontuação de leads Para acessar rapidamente uma visão geral das pontuações atuais e passadas de um contato ou empresa, você pode adicionar propriedades de pontuação como colunas nas visualizações da página de índice ou adicionar o cartão de pontuação Lead à barra lateral direita dos seus registros. Exibir histórico de pontuações em exibições de página de índice Para adicionar históricos de pontuação às páginas de índice do contato e da empresa: Navegue até uma exibição de contato ou empresa . Clique Editar colunas no canto superior direito da tabela. Procure e marque as caixas de seleção das propriedades de pontuação que deseja incluir como colunas e clique em Aplicar . Saiba mais sobre como personalizar colunas . Depois de adicionada, navegue até a coluna e clique no valor da pontuação . No painel direito, visualize um gráfico de tendências mostrando as alterações na pontuação nos últimos seis meses e uma lista de eventos que alteraram a pontuação. Exibir histórico de pontuação em registros Para adicionar o Pontuação de Leads cartão para seus registros: Navegue até o editor de visualização de registro para contatos ou empresas. Na barra lateral direita, clique em Adicionar cartões . Selecione o caixa de seleção para o Pontuação de Leads cartão. Para alterar a ordem em que o cartão aparece no registro, clique e arraste o cartão para a posição desejada. No canto superior direito, clique em Salvar e sair para aplicar suas alterações. Para usar o cartão em um registro para visualizar mais detalhes sobre pontuações atuais e passadas: Navegue até seus contatos ou empresas: Contatos: Na sua conta HubSpot, acesse CRM > Contatos . Empresas : Na sua conta HubSpot, acesse CRM > Empresas . Clique no nome de um contato. Na barra lateral direita, navegue até o Pontuação de Leads cartão. No cartão, você pode visualizar o valor do registro para cada pontuação que você criou para contatosNa sua conta HubSpot, acesse CRM > Empresas .. Para editar uma partitura, clique no ícone da partitura nome . Para ver mais detalhes sobre os valores da pontuação, clique em Ver histórico de pontuação .  No painel direito, visualize um gráfico de tendências mostrando as alterações na pontuação nos últimos seis meses e uma lista de eventos que alteraram a pontuação. Saiba mais sobre usando cartões em registros . Ver desempenho da pontuação de leads ( Empresa apenas) Em contas com um Centro de Marketing Empresa assinatura, você pode usar o relatório de pontuação integrado para monitorar o desempenho geral da sua estratégia de pontuação Na sua conta HubSpot, navegue até Marketing > Pontuação de Leads . Para filtrar sua pontuação de leads, use o Objeto pontuado , Tipo de pontuação , Status , e Filtros avançados menus suspensos na parte superior. Passe o mouse sobre a pontuação que deseja analisar e clique em Ações > Ver desempenho . No Visão geral tabela, revisão: Contatos/Empresas : número total de contatos/empresas. Contatos/Empresas pontuadas : número total de contatos/empresas pontuados. Pontuação média : pontuação média dos contatos/empresas que foram pontuados. Pontuação mínima : pontuação mínima de todos os contatos/empresas que foram pontuados. Pontuação máxima : pontuação máxima de todos os contatos/empresas que foram pontuados. No Distribuição de pontuação gráfico, analise as pontuações de todos os contatos/empresas que foram pontuados com base no limite de pontuação. Cada contato/empresa é agrupado em rótulos de pontuação baixa, média e alta. properties CRM Scoring",https://knowledge.hubspot.com/pt/scoring/lead-score-history-and-performance
1080,Insira links de assinatura em seus e-mails de marketing,"Por padrão, todos os e-mails de marketing incluir um link no rodapé de e-mail para que os contatos gerenciem suas preferências de assinatura, mas você também pode inserir links diretamente no corpo do seu e-mail para permitir que os contatos gerenciem ou confirmem suas preferências de assinatura. O HubSpot incluirá automaticamente cabeçalhos em seus e-mails de marketing que atenderão ao RFC-8058, que é um requisito que ambos Google e Yahoo aplicar para remetentes em massa: Com esses cabeçalhos incluídos, um link de cancelamento de inscrição com apenas um clique estará disponível acima do seu e-mail para os destinatários. Se o destinatário clicar neste link de cancelamento de assinatura, ele cancelará a assinatura do tipo específico que você usou para criar e enviar o e-mail. Se um contato usar o link de cancelamento de assinatura de um clique na parte superior do seu e-mail e quiser cancelar a assinatura de todos os e-mails, ele poderá fazer isso navegando até a página de preferências de assinatura localizada no rodapé do seu e-mail. Observe: embora o HubSpot inclua os cabeçalhos necessários para dar suporte ao recurso de cancelamento de assinatura com um clique, um link ou botão nem sempre aparecerá para todos os destinatários. Adicionar links de assinatura a um e-mail de marketing Para adicionar ou editar links de assinatura em um e-mail de marketing: Na sua conta da HubSpot, navegue até Marketing > E-mail . Passe o mouse sobre um rascunho de e-mail existente e clique em Editar . Ou criar um novo e-mail . No corpo do e-mail, destaque o texto você gostaria de criar um link para a sua página de cancelamento e, em seguida, clique em ícone de link link na barra de formatação. Clique no Link para menu suspenso e selecione Link de assinatura de e-mail . Clique no Tipo de assinatura menu suspenso e, em seguida, selecione um tipo de assinatura : Preferências de assinatura: link para um página de preferências onde os destinatários podem gerenciar quais e-mails da sua marca eles assinam. Confirmação de assinatura: link para um dupla aceitação página onde os destinatários podem confirmar sua assinatura. Cancelar inscrição de todos: forneça um link no qual os destinatários possam clicar para cancelar a assinatura de todos os e-mails da sua empresa. Ver como página da web: link para o versão web do seu e-mail. Clique em Inserir . Quando os destinatários clicarem no link, eles serão direcionados para a página associada. Observe: Devido à forma como um link de cancelamento de assinatura funciona em conjunto com o rastreamento de identidade de contato, você não ser capaz de verificar completamente se o link funciona em uma prévia do e-mail. Se você quiser testar um link de cancelamento de inscrição, você pode envie um e-mail de teste para você mesmo , depois clique no link no e-mail de teste que você receber. Email Marketing Email",https://knowledge.hubspot.com/pt/marketing-email/how-to-send-contacts-an-email-with-an-opt-out-link-so-they-can-manage-their-preferences
1081,Manage your blog subscribers,"When you publish new blog posts, you can set up blog subscription notifications to send instantly, daily, weekly, and/or monthly emails. Lists of subscribed contacts will be created automatically for each active notification frequency. These lists determine the recipients for the blog notification emails. The blog notification recipient lists use the [Your Blog] Email Subscription property. You can manage a contact's list membership by adding criteria to your lists, or editing their value for this property. Please note: for each blog, a contact can only be subscribed to a single notification frequency. For example, a contact could be subscribed to weekly notifications for two separate blogs, but not weekly and monthly notifications for the same blog. Edit a blog subscription list When you create a notification email for a specific frequency, a corresponding list of subscribers will also be created . This list will filter for all contacts with a [Your Blog] Email Subscription value of that frequency . Its default name will be [Subscription] Subscribers - [Your Blog] . You cannot edit or remove a blog subscription list's [ Blog] Email Subscription filter, but you can add additional criteria: In your HubSpot account, navigate to CRM > Lists . Enter subscribers in the search bar. This will pull up all blog subscription lists. Click the name of your list. To add more restrictions for list membership, click AND and create additional filters. To add more options for contacts to be added to this list, click OR and create additional filters. Learn more about AND vs OR list criteria . Click Save in the upper right. Edit a contact's blog subscription You can edit a contact's notification frequency from their contact record by editing the [Your Blog] Email Subscription property. To edit the notification frequency for multiple contacts, you can change the [Your Blog] Email Subscription property with a bulk edit or import . In your HubSpot account, navigate to CRM > Contacts . Click the name of the contact. In the About section of the contact record, click View all properties . Enter email subscription in the search bar. Click the [Your Blog} Email Subscription dropdown menu and select a subscription frequency. Select the blank value to remove a contact's blog subscription. In the bottom left, click Save . Lists Blog Account Management",https://knowledge.hubspot.com/blog/manage-your-blog-subscribers
1082,Analyze SEO performance,"Once you've connected HubSpot's Google Search Console integration , you can analyze individual pages and blog posts to see how your content is performing in search results. Set up the Google Search Console integration Before you can view SEO analytics for your website, you will need to set up HubSpot's Google Search Console integration and specify the websites you want to track. Connect the Google Search Console integration. In your HubSpot account, click the settings settings icon in the top navigation bar. In the left sidebar menu, navigate to Integrations > Connected Apps . Click Google Search Console . In the Google Search Console settings, click Add GSC properties in the Connected Sites section. Only the user who connected the Google Search Console integration will be able to click this button. In the right panel, select the checkbox next to each website whose SEO performance you want to view, then click Save . Please note: only websites verified in Google Search Console will appear in the SEO analytics tools. Learn more about verifying your website in Google's documentation . Access SEO analytics tools Once you have the Google Search Console integration set up, you can start accessing your site's SEO performance data: In your HubSpot account, navigate to Content > SEO . Click the Analyze tab. To analyze data over a specific period of time, click a date in the top left of the page. You can either select a rolling time frame like Today or manually select the start date and end date of your date range At the top of the page, five metrics will be displayed: Total pages : the number of pages detected by Google Search Console. Total impressions : the number of times a link to your website was viewed on Google search results pages Total clicks : the number of times someone selected a link to your website from Google. Average clickthrough : the number of clicks on your website relative to impressions. Average clickthrough rate is calculated by dividing the number of clicks by number of impressions, then multiplying by 100. Average position : the average ranking of your website pages on Google. To change which metric is displayed in the graph, click the dropdown menu next to View and select a metric . To export performance data for your website overall, as well as individual pages, click Export at the top right of the View section. In the Pages section, you will see all pages detected by Google Search Console, along with their results for each of the metrics. To find a page at a specific URL, enter one or more words in that URL in the search bar, separated by spaces. To directly compare page performance for a specific metric: Select the checkbox next to each page you wish to compare. You can compare up to 10 pages at the same time. Click the dropdown menu next to View and select a metric . To save the Pages section as a dashboard report : At the upper right of the section, click Save report . In the right panel, enter a report name . In the Add this report to a dashboard? section, select a dashboard option , then click Next . In the Who can access this report? section, select a privacy option , then click Save .",https://knowledge.hubspot.com/seo/analyze-seo-performance
1083,Review sales rep insights on the HubSpot mobile app,"If you have an assigned Sales Hub seat and use the HubSpot mobile app Sales Experience or Sales & Marketing homepage, you can get a quick look at your key metrics and leads pipeline. You can also view full sales insights with your individual data. View rep insights Open the HubSpot app on your mobile device. If your home page is set to the Sales or Sales & Marketing experience, scroll down to the Sales insights section. On the Lead pipeline card, review your lead pipeline activity, which is a summary of your leads by stage today compared to yesterday. Swipe left on the Lead pipeline card to view other pipeline activities. Continue to swipe left on the Lead pipeline cards to view the Your activities card. On this card, review a comparison of call and email activities performed this week to the previous week. Tap View all to view the full sales insights page, which includes: Revenue attainment: for each deal pipeline, a summary of the current month’s closed won deal amount and attainment. Swipe left to view a summary for each pipeline. Your report: a summary of the current month’s number of meetings delivered and deals created across pipelines compared to the previous month. Your activities: a summary of the current week’s call and email activity compared to last week. Lead pipeline: a summary of your current leads by stage compared to yesterday. Prospecting leads",https://knowledge.hubspot.com/prospecting/review-sales-rep-insights-on-the-hubspot-mobile-app
1084,Generate blog posts using AI,"You can use Breeze , HubSpot's AI, to generate blog posts optimized for SEO by inputting prompts. To use blog generation tools, the Give users access to generative AI tools setting must be turned on. It's also recommended to turn on settings for additional data access so the AI tools can generate blog posts more personalized to your business. Learn more about managing AI settings. Please note: Please avoid sharing any sensitive information in your enabled data inputs for AI features, including your prompts. Admins can configure generative AI features in account management settings. For information on how HubSpot AI uses your data to provide trustworthy AI, with you in control of your data, you can refer to our HubSpot AI Trust FAQs . In your HubSpot account, navigate to Content > Blog . In the top right, click Start with AI . Select a recommended topic for the blog content you want to generate, or enter your own description in the text field. Click Show more ideas to generate additional recommended topics. Please note: recommended topics are generated in the following way: By default, Breeze will consult the default domain for your blog and analyze the domain's associated company and industry based on third party data. If a default domain for your blog hasn't been set, Breeze will consult the company name and domain set in your account default settings. To design the blog post to rank for a specific SEO keyword, enter the keyword in the Keyword field. Click the Country of target audience dropdown menu and select a country . You will be shown SEO data for visitors from that country. If you have multiple blogs, click the Blog dropdown menu and select a blog . Titles, keywords, and blog post content will be generated in the blog's language. Learn more about working with multi-language blogs . To provide additional information about your blog topic, you can upload up to 10 documents. In the Reference files and content section, click Upload files to add files from your device or Browse to add files from the files tool . To specify an industry for your audience, click the Industry dropdown menu and select an industry . To specify information about your ideal customer: Click to expand the Customize section. Click the Ideal Customer Profile (ICP) dropdown menu and select an ICP , or click Create ICP to create a new profile in your AI settings . In the bottom right, click Select title . Review the list of titles and SEO keywords based on your prompt, along with the following metrics: MSV: Monthly Search Volume, the number of times per month users searched for this term on Google. Difficulty to rank : the difficulty to rank organically on search engine results pages for that keyword. A higher number indicates greater difficulty ranking well in search results. Keyword intent : the general goal of the person performing the search. The following keyword intents may appear: Navigational: fi nd a specific page. Informational: learn more about a topic. Commercial: research products before making a purchase. Transactional : complete a specific action, usually a purchase. Please note: titles and keywords that have already appeared on your blog will not be listed. To edit a title, click the title , then enter a new version of the title. To generate additional options, click Show more titles . Select a title , then click Review outline . In the Blog post description field, edit the description of your post. This description will be used to generate the post and will be set as the post's meta description. By default, a featured image will be generated for the blog post. Edit the description, or clear the Include an AI-generated image with this post checkbox to skip generating an image. In the Paragraph headers section, you can manage the headings for the post: To generate a new heading, hover over an existing heading and click the refresh refresh icon. To reorder headings, click a heading , then drag it into the desired position. To add more specific information to a paragraph, click Add talking point under a heading, then enter a talking point . You can add up to five talking points for each heading. To delete a heading or talking point, hover over it, then click the X . In the bottom right, click Generate blog post . If you have a brand voice set up, the post will be generated using your brand voice. The author for the blog post will be set automatically according to the following: If there are no authors in your account, the current user will be created as the author of the post. If there is only one author in your account, that author will be set as the author of the post. If there is an author in the account whose email matches that of the current user, that author will be set as the author of the post. Otherwise, the author field will be left blank. In the content editor, edit the blog post for voice, content, and accuracy. In the top right, click Publish to take the post live. Blog AI Tools",https://knowledge.hubspot.com/blog/generate-blog-posts-using-ai-assistants
1085,"Generate RSS feed URLs for blogs, authors, and tags","RSS (Really Simple Syndication) feeds standardize web content listings into a universal XML format. In HubSpot, you can generate an the RSS feed URL for a blog , blog tag, or blog author. You can also add an RSS Listing module to your page with a feed for any blog, author, or topic. Generate RSS feed URLs for blogs You can create an RSS feed URL using your blog's root URL. In your HubSpot account, navigate to Content > Blog . In the top left, click the Blog posts dropdown menu and select Blog listing pages . Hover over a listing page and click Details . Copy the URL in the URL field, then add /rss.xml . For example, a blog hosted at www.example.com/blog would have this RSS feed URL: www.example.com/blog/rss.xml Generate RSS feed URLs for blog tags In your HubSpot account, navigate to Content > Blog . In the top left, click the Blog posts dropdown menu and select Tags . Click the name of a tag. In the URL bar of the live page, copy the URL. Add /rss.xml to the end of the URL. For example, the News tag of a blog hosted at www.example.com/blog would have an RSS feed URL of: www.example.com/blog/tag/news/rss.xml Generate RSS feed URLs for blog authors In your HubSpot account, navigate to Content > Blog . In the top left, click the Blog posts dropdown menu and select Authors . Click the name of an author. Authors without associated live posts will not have a live author profile page. In the URL bar of the live page, copy the URL. Add /rss.xml to the end of the URL. For example, a blog author named John Smith writing for a blog hosted at www.example.com/blog would have this RSS feed URL: www.example.com/blog/author/john-smith/rss.xml Blog",https://knowledge.hubspot.com/blog/generate-rss-feed-urls-for-blogs-authors-and-tags
